@relation proj2master-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R1-precision6

@attribute Age {'\'(-inf-29.166667]\'','\'(29.166667-41.333333]\'','\'(41.333333-53.5]\'','\'(53.5-65.666667]\'','\'(65.666667-77.833333]\'','\'(77.833333-inf)\''}
@attribute WorkClass {' Private',' Self-emp-not-inc',' Self-emp-inc',' Local-gov',' Federal-gov',' State-gov',' Without-pay'}
@attribute education {' 11th',' Bachelors',' Some-college',' Assoc-voc',' Doctorate',' Masters',' HS-grad',' Prof-school',' Assoc-acdm',' 5th-6th',' 9th',' 7th-8th',' 1st-4th',' 10th',' 12th',' Preschool'}
@attribute marritalStatus {' Never-married',' Married-civ-spouse',' Divorced',' Separated',' Married-spouse-absent',' Married-AF-spouse',' Widowed'}
@attribute Job {' Machine-op-inspct',' Sales',' Craft-repair',' Prof-specialty',' Exec-managerial',' Adm-clerical',' Tech-support',' Other-service',' Protective-serv',' Transport-moving',' Handlers-cleaners',' Farming-fishing',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Own-child',' Not-in-family',' Husband',' Unmarried',' Wife',' Other-relative'}
@attribute Race {' Black',' Asian-Pac-Islander',' White',' Other',' Amer-Indian-Eskimo'}
@attribute Gender {' Male',' Female'}
@attribute workhours numeric
@attribute CountryOrigin {' United-States',' Cambodia',' Canada',' China',' Columbia',' Cuba',' Dominican-Republic',' Ecuador',' El-Salvador',' England',' France',' Germany',' Greece',' Haiti',' Honduras',' Hong',' Hungary',' India',' Iran',' Ireland',' Italy',' Jamaica',' Japan',' Mexico',' Nicaragua',' Outlying-US(Guam-USVI-etc)',' Peru',' Philippines',' Poland',' Portugal',' Puerto-Rico',' South',' Taiwan',' Thailand',' Vietnam',' Yugoslavia',' Guatemala',' Laos',' Scotland',' Trinadad&Tobago'}
@attribute Incomebracket {' <=50K.',' >50K.'}

@data
'\'(29.166667-41.333333]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',40,' Jamaica',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' Other',' Male',40,' Jamaica',' >50K.'
'\'(53.5-65.666667]\'',' Local-gov',' Bachelors',' Separated',' Prof-specialty',' Unmarried',' Black',' Female',40,' Jamaica',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',60,' Japan',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',50,' Japan',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',50,' Japan',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Other',' Male',45,' Japan',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',45,' Japan',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40,' Japan',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',40,' Japan',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Sales',' Wife',' Asian-Pac-Islander',' Female',25,' Japan',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',60,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',50,' Mexico',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',50,' Mexico',' >50K.'
'\'(53.5-65.666667]\'',' Private',' 7th-8th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',48,' Mexico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' 5th-6th',' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',45,' Mexico',' >50K.'
'\'(-inf-29.166667]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Tech-support',' Not-in-family',' White',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Husband',' Other',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' 5th-6th',' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40,' Mexico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' 5th-6th',' Married-civ-spouse',' Transport-moving',' Wife',' White',' Female',40,' Mexico',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Divorced',' Prof-specialty',' Unmarried',' Other',' Male',35,' Mexico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Nicaragua',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',40,' Outlying-US(Guam-USVI-etc)',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' Other',' Male',40,' Peru',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40,' Peru',' >50K.'
'\'(53.5-65.666667]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Asian-Pac-Islander',' Male',80,' Philippines',' >50K.'
'\'(53.5-65.666667]\'',' Federal-gov',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',60,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',60,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-AF-spouse',' Sales',' Wife',' Asian-Pac-Islander',' Female',60,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',50,' Philippines',' >50K.'
'\'(53.5-65.666667]\'',' State-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',50,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Assoc-acdm',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(53.5-65.666667]\'',' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Private',' 5th-6th',' Married-civ-spouse',' Other-service',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' State-gov',' Assoc-voc',' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(-inf-29.166667]\'',' Private',' Masters',' Never-married',' Prof-specialty',' Own-child',' Asian-Pac-Islander',' Female',40,' Philippines',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',45,' Poland',' >50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',40,' Poland',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Poland',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Poland',' >50K.'
'\'(41.333333-53.5]\'',' State-gov',' Assoc-voc',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',40,' Poland',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' 11th',' Married-civ-spouse',' Sales',' Husband',' White',' Male',60,' Portugal',' >50K.'
'\'(41.333333-53.5]\'',' Private',' 1st-4th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',55,' Portugal',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' 10th',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',55,' Portugal',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',50,' Portugal',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',50,' Portugal',' >50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Transport-moving',' Own-child',' White',' Male',45,' Portugal',' >50K.'
'\'(-inf-29.166667]\'',' Private',' 7th-8th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Portugal',' >50K.'
'\'(53.5-65.666667]\'',' Private',' 5th-6th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Portugal',' >50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Tech-support',' Husband',' Black',' Male',50,' Puerto-Rico',' >50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Other',' Male',40,' Puerto-Rico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',40,' Puerto-Rico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40,' Puerto-Rico',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',40,' Puerto-Rico',' >50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40,' Puerto-Rico',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',40,' Puerto-Rico',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',35,' Puerto-Rico',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',70,' South',' >50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Asian-Pac-Islander',' Male',50,' South',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',45,' South',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' South',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',48,' Taiwan',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' Taiwan',' >50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Doctorate',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',40,' Taiwan',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',40,' Taiwan',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' Taiwan',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Doctorate',' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',40,' Taiwan',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',50,' Thailand',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',40,' Thailand',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' HS-grad',' Married-spouse-absent',' Exec-managerial',' Not-in-family',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Doctorate',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Prof-school',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' 10th',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Assoc-acdm',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(-inf-29.166667]\'',' Private',' 11th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' 10th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',99,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Some-college',' Divorced',' Other-service',' Unmarried',' White',' Female',99,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',92,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',90,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',90,' United-States',' >50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',90,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',90,' United-States',' >50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',90,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Private',' Some-college',' Married-spouse-absent',' Sales',' Own-child',' Asian-Pac-Islander',' Female',90,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',89,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',86,' United-States',' >50K.'
'\'(65.666667-77.833333]\'',' Self-emp-inc',' HS-grad',' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',86,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',85,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',85,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' 5th-6th',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',84,' United-States',' >50K.'
'\'(65.666667-77.833333]\'',' Self-emp-not-inc',' 11th',' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',84,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Prof-school',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',80,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Self-emp-inc',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Assoc-voc',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-acdm',' Never-married',' Sales',' Not-in-family',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Assoc-acdm',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Federal-gov',' Assoc-acdm',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Assoc-voc',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',80,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' Private',' Bachelors',' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',80,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',78,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Assoc-voc',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',76,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Assoc-voc',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',75,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',75,' United-States',' >50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',75,' United-States',' >50K.'
'\'(53.5-65.666667]\'',' State-gov',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',75,' United-States',' >50K.'
'\'(-inf-29.166667]\'',' Self-emp-not-inc',' 10th',' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',75,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',75,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',75,' United-States',' >50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',75,' United-States',' >50K.'
